SL,Data set,Encode Time,Encode Memory,,Decode Time(ms),Decode Memory(Mb)
555,"Leopold Murphy
203002001
BSc in EEE
CGPA:3.36
Grade:B+",155.8792591,128.702008,,6605.196953,16.569522
556,"Meadow Fox
322002884
BA in English
CGPA:3.99
Grade:A",151.7386436,128.702988,,6587.434053,16.569336
557,"Desirae Price
211002324
BSc in Textile
CGPA:3.98
Grade:A",149.2345333,128.702322,,6616.776228,16.569703
558,"Isabell Lynch
323002939
BBA
CGPA:2.77
Grade:B-",160.6287956,128.70264,,6253.558636,16.569328
559,"Alvah Russell
203002065
BSc in CSE
CGPA:3.47
Grade:B+",146.9333172,128.702647,,6614.659071,16.569465
560,"Willard Foster
223015624
BSc in EEE
CGPA:3.4
Grade:B+",144.9368,128.703629,,6681.380749,16.569386
561,"Amos Bailey
321002702
BA in English
CGPA:3.34
Grade:B+",143.6350346,128.702448,,6602.34046,16.569394
562,"Dominique Ramos
203002062
BSc in Textile
CGPA:3.93
Grade:A",154.1011333,128.702652,,6157.114983,16.56945
563,"Anabel Oliver
211002342
BSc in EEE
CGPA:3.46
Grade:B+",233.6039543,128.702647,,6379.353762,16.569817
564,"Jonah Cunningham
223015675
BSc in Textile
CGPA:2.7
Grade:C+",861.3994122,128.703539,,6658.710241,16.569826
565,"Rufus Powell
323002904
BSc in EEE
CGPA:2.81
Grade:B-",616.8625355,128.702678,,6199.035883,16.569266
566,"Shayna Kennedy
211002396
BSc in CSE
CGPA:3.09
Grade:B",149.324894,128.702609,,6241.355419,16.569465
567,"Deja Meyer
223002538
BSc in Textile
CGPA:3.16
Grade:B",157.0296288,128.702615,,6484.537601,16.56933
568,"Guy Wood
322002831
BA in English
CGPA:3.11
Grade:B",149.5738029,128.702649,,6020.826101,16.569402
569,"Frederick Austin
223015618
BBA
CGPA:3.12
Grade:B",159.910202,128.702642,,6195.47224,16.569394
570,"Makaila Schmidt
211002358
BSc in EEE
CGPA:3.69
Grade:A-",170.5629826,128.702449,,6516.954899,16.569625
571,"Zaniyah Thomas
223002600
BSc in EEE
CGPA:3.68
Grade:A-",148.7998962,128.702448,,6222.403288,16.56933
572,"Irvin Gardner
211002301
BSc in CSE
CGPA:2.66
Grade:C+",164.9565697,128.702647,,6560.216665,16.569633
573,"Marshall Warren
223015654
BBA
CGPA:2.93
Grade:B-",152.0340443,128.702962,,6626.753092,16.56945
574,"Jesse Bailey
222002423
BSc in Textile
CGPA:3.72
Grade:A-",154.1173458,128.70265,,6604.911089,16.56933
575,"Thomas Perkins
222002489
BSc in EEE
CGPA:3.94
Grade:A",784.2330933,128.702551,,6551.887512,16.569266
576,"Leslie Rodriguez
322002898
BSc in Textile
CGPA:2.86
Grade:B-",812.8306866,121.393305,,6570.725203,16.569266
577,"Zack Bishop
321002778
BSc in EEE
CGPA:3.84
Grade:A",146.1501122,128.702187,,6088.459253,16.569394
578,"Virgil Chapman
211015270
BSc in CSE
CGPA:3.54
Grade:A-",145.1129913,128.70204,,6031.788826,16.569272
579,"Harvey Marshall
203002059
BSc in CSE
CGPA:3.05
Grade:B",151.0615349,128.702008,,6582.425356,16.569649
580,"Odie Ross
321002726
BBA
CGPA:3.62
Grade:A-",169.5253849,128.701996,,6753.314972,16.569272
581,"Mckinley Cole
223015695
BSc in CSE
CGPA:3.83
Grade:A",142.3075199,128.702382,,6330.047607,16.569274
582,"Ed Wright
223002577
BSc in Textile
CGPA:3.79
Grade:A",157.4001312,128.702446,,6639.384031,16.569394
583,"Taniya Hunter
203015115
BSc in CSE
CGPA:3.46
Grade:B+",161.5211964,128.702647,,6211.335659,16.56933
584,"Odie Riley
223015637
BSc in Textile
CGPA:2.64
Grade:C+",164.0684605,128.702968,,6556.228161,16.569449
585,"Will Carlson
203015187
BA in English
CGPA:3.13
Grade:B",152.2767544,128.702648,,6412.103415,16.569656
586,"Maribel Dunn
322002875
BBA
CGPA:2.84
Grade:B-",589.2584324,128.703525,,6041.95118,16.569442
587,"Elijah Hart
321002791
BSc in Textile
CGPA:3.04
Grade:B",996.1307049,128.70268,,6548.532963,16.569458
588,"Cal Ford
222002484
BSc in CSE
CGPA:2.82
Grade:B-",149.1346359,128.702535,,6552.549601,16.5694
589,"Maryjane Gardner
323002902
BSc in Textile
CGPA:2.95
Grade:B-",157.9289436,128.702686,,6582.425833,16.569386
590,"Adrian Obrien
322002821
BSc in Textile
CGPA:2.94
Grade:B-",146.35849,128.702715,,6164.708614,16.569786
591,"Taniya Brooks
211002354
BSc in Textile
CGPA:3.25
Grade:B+",157.761097,128.702651,,6193.120241,16.56933
592,"Richard Herson
323002932
BA in English
CGPA:3.87
Grade:A",154.5333862,128.70277,,6360.370636,16.569266
593,"Eddie Gray
211015247
BSc in Textile
CGPA:3.39
Grade:B+",153.9731026,128.702448,,6090.570927,16.569336
594,"Ora Bryant
211002399
BBA
CGPA:3.64
Grade:A-",149.8396397,128.702637,,6238.3883,16.56945
595,"Maren Robertson
222002457
BSc in EEE
CGPA:3.75
Grade:A",157.1574211,128.702648,,6199.14937,16.569514
596,"Randolph Brown
322002851
BSc in CSE
CGPA:2.56
Grade:C+",158.7305069,128.702768,,6548.2409,16.569394
597,"Adison Moreno
323002927
BBA
CGPA:2.59
Grade:C+",482.1608067,128.702622,,6497.571707,16.569514
598,"Hardy Chavez
322002834
BSc in CSE
CGPA:3.06
Grade:B",955.4214478,128.702741,,6174.207449,16.569786
599,"Addison Hughes
321002746
BSc in EEE
CGPA:3.37
Grade:B+",335.0892067,128.702552,,6217.161894,16.569585
600,"Archie Gardner
323002919
BBA
CGPA:3.73
Grade:A-",157.3388577,121.393216,,5949.784517,16.56957
601,"Mack Silva
203002064
BA in English
CGPA:3.84
Grade:A",156.8481922,128.702038,,6315.090656,16.570413
602,"Celia Arnold
223015620
BSc in CSE
CGPA:3.1
Grade:B",144.3758011,128.702324,,6605.594873,16.569274
603,"Micaela Medina
203002019
BSc in EEE
CGPA:2.96
Grade:B-",148.4296322,128.703014,,6095.407724,16.56965
604,"Earl West
203015180
BA in English
CGPA:2.77
Grade:B-",145.6093788,128.701806,,5867.450953,16.569458
605,"Ira Hicks
203015146
BBA
CGPA:2.99
Grade:B-",155.1408768,128.702508,,6211.028576,16.56921
606,"Zaniyah White
222002496
BSc in EEE
CGPA:2.69
Grade:C+",160.2790356,128.702967,,6597.225904,16.569578
607,"Nyasia Phillips
223002546
BSc in Textile
CGPA:3.73
Grade:A-",149.0838528,128.702973,,6521.502972,16.569634
608,"Zara Green
203015106
BA in English
CGPA:3.51
Grade:A-",385.1292133,128.702693,,6495.933056,16.569338
609,"Emil Sullivan
203002038
BSc in EEE
CGPA:2.55
Grade:C+",939.4307137,128.702551,,6206.75683,16.569472
610,"Cal Gilbert
321002722
BBA
CGPA:3.49
Grade:B+",428.7312031,128.70267,,5869.645596,16.569394
611,"Maren Cook
211002346
BA in English
CGPA:3.22
Grade:B",161.5490913,128.703094,,6484.569788,16.569202
612,"Isabell Smith
222002497
BA in English
CGPA:3.89
Grade:A",156.8772793,128.702969,,5893.575668,16.56921
613,"Frederick Sanders
222002406
BSc in CSE
CGPA:3.76
Grade:A",156.1152935,128.70297,,6159.948587,16.56933
614,"Leslie Gomez
323002918
BSc in Textile
CGPA:2.9
Grade:B-",147.5813389,128.702449,,6329.367876,16.569473
615,"Irvin Simpson
323002955
BBA
CGPA:3.91
Grade:A",159.5444679,128.702439,,6278.491497,16.56945
616,"Carl Brooks
222002450
BBA
CGPA:2.75
Grade:B-",164.5338535,128.702958,,6487.797499,16.56933
617,"Dixie Richardson
223015668
BSc in Textile
CGPA:2.84
Grade:B-",158.1192017,128.702974,,6494.338751,16.569578
618,"Amiah Stevens
223002563
BBA
CGPA:3.42
Grade:B+",164.3679142,128.70264,,6146.92831,16.56973
619,"Lionel Knight
211015214
BBA
CGPA:2.88
Grade:B-",157.1381092,128.70244,,5959.075689,16.569458
620,"Paloma Shaw
203015144
BSc in EEE
CGPA:3.01
Grade:B",157.2926044,128.702444,,6596.648455,16.569601
621,"Jesus Reed
321002736
BA in English
CGPA:2.83
Grade:B-",159.881115,128.702967,,6604.831934,16.569338
622,"Harley Powell
203015141
BA in English
CGPA:2.95
Grade:B-",156.0456753,128.70265,,6163.730145,16.569386
623,"Esperanza Ross
211002320
BBA
CGPA:3.97
Grade:A",151.8747807,128.70264,,6188.851833,16.569466
624,"Alonzo Nguyen
223002580
BSc in CSE
CGPA:3.2
Grade:B",160.2225304,121.392872,,6153.09763,16.569754
625,"Wash Ray
203002007
BA in English
CGPA:2.62
Grade:C+",168.6561108,128.701805,,6161.209106,16.569386
626,"Robert Crawford
203002016
BSc in EEE
CGPA:3.83
Grade:A",152.1098614,128.702328,,6528.63431,16.569697
627,"Clinton Martinez
203015184
BSc in CSE
CGPA:3.84
Grade:A",140.6674385,128.702009,,6506.134033,16.569914
628,"Albert Morales
211002371
BA in English
CGPA:3.81
Grade:A",166.6295528,128.70181,,6176.804781,16.569266
629,"Deja Shaw
203015175
BBA
CGPA:3.4
Grade:B+",617.4359322,128.703417,,6030.355453,16.56973
630,"Clara Crawford
203002087
BBA
CGPA:3.34
Grade:B+",896.0835934,128.702673,,6418.260336,16.569386
631,"Miya Gordon
223015604
BSc in CSE
CGPA:3.08
Grade:B",214.7638798,128.702708,,6134.311676,16.569338
632,"Elliott Crawford
321002782
BSc in CSE
CGPA:2.51
Grade:C+",154.0751457,128.702714,,6483.568907,16.569289
633,"Carina Nguyen
321002709
BSc in Textile
CGPA:2.59
Grade:C+",144.4706917,128.702651,,6489.001751,16.569514
634,"Harlan Aguilar
223002575
BBA
CGPA:3.12
Grade:B",147.4142075,128.70244,,6579.441547,16.569624
635,"Jacob Stewart
211002334
BSc in CSE
CGPA:3.78
Grade:A",146.46101,128.702446,,6509.965897,16.569941
636,"Henry Carr
203002055
BSc in EEE
CGPA:3.54
Grade:A-",149.6691704,128.702644,,6476.828575,16.569337
637,"Micah Holmes
211002310
BSc in CSE
CGPA:3.22
Grade:B",152.7590752,128.702645,,6199.700117,16.569394
638,"Manley Stephens
223015642
BSc in CSE
CGPA:3.27
Grade:B+",165.353775,128.702449,,6009.366512,16.569692
639,"Mack Watson
321002745
BSc in Textile
CGPA:3.06
Grade:B",151.901722,128.702448,,5955.837011,16.569338
640,"Jessie Garcia
323002935
BA in English
CGPA:2.88
Grade:B-",216.6285515,128.70265,,6748.09289,16.569913
641,"Avah Webb
222002445
BA in English
CGPA:2.52
Grade:C+",964.3177986,128.70255,,6179.610014,16.56933
642,"Marvin Stewart
211015262
BSc in EEE
CGPA:3.23
Grade:B",556.3731194,128.702679,,6595.182657,16.569322
643,"Alyvia Gray
223002562
BSc in CSE
CGPA:3.65
Grade:A-",152.3897648,128.703093,,6165.054321,16.569897
644,"Marshall Ferguson
223015693
BSc in CSE
CGPA:3.69
Grade:A-",150.2785683,128.702451,,6209.608316,16.569402
645,"Elliott Gibson
222002403
BSc in Textile
CGPA:2.99
Grade:B-",157.7877998,128.702452,,6548.329592,16.569386
646,"Charles Meyer
323002987
BA in English
CGPA:2.92
Grade:B-",162.1809006,128.70265,,5995.794773,16.569793
647,"Frida Ruiz
223002547
BSc in Textile
CGPA:2.71
Grade:C+",151.6470909,128.702648,,6396.488428,16.569274
648,"Anthony Long
223002521
BBA
CGPA:3.13
Grade:B",153.6817551,121.394111,,6502.286434,16.569458
649,"Averi Sanders
321002775
BSc in CSE
CGPA:3.25
Grade:B+",155.6751728,128.701807,,6558.39467,16.569394
650,"Clinton Walker
203002093
BBA
CGPA:3.68
Grade:A-",148.5078335,128.702001,,6061.199903,16.569466
651,"Claude Watkins
222002479
BSc in Textile
CGPA:3.47
Grade:B+",148.6837864,128.702012,,5992.576599,16.569514
652,"Clinton Harrison
223015635
BSc in Textile
CGPA:2.71
Grade:C+",691.2322044,128.702046,,6549.170494,16.569466
653,"Jesus King
321002769
BSc in Textile
CGPA:3.19
Grade:B",879.5986176,128.702423,,6578.283072,16.569274
654,"Litzy Cruz
211002304
BBA
CGPA:3
Grade:B",172.6322174,128.702517,,6518.431664,16.569905
655,"Hadassah Gordon
323002970
BBA
CGPA:3.04
Grade:B",149.6331692,128.702761,,6479.913235,16.569978
656,"Heidy Coleman
223002585
BSc in CSE
CGPA:3.72
Grade:A-",142.7693367,128.702647,,6485.981703,16.569514
657,"Claude James
321002705
BSc in CSE
CGPA:3.37
Grade:B+",149.5645046,128.702646,,6140.012503,16.56933
658,"Amelie Harper
322002865
BA in English
CGPA:3.22
Grade:B",143.0904865,128.702449,,5859.723806,16.569514
659,"Richard Smith
203002006
BSc in CSE
CGPA:3.09
Grade:B",142.8980827,128.702446,,6719.766855,16.56945
660,"Diya Howell
323002912
BA in English
CGPA:3.64
Grade:A-",152.3063183,128.702648,,6505.692959,16.569458
661,"Edwin Richards
203002049
BSc in Textile
CGPA:2.71
Grade:C+",162.0867252,128.702652,,6526.100397,16.56989
662,"Earnest Brown
322002871
BBA
CGPA:3.66
Grade:A-",146.112442,128.70244,,5897.612572,16.569514
663,"Clayton Lynch
322002850
BBA
CGPA:3.07
Grade:B",221.0330963,128.702439,,6110.131979,16.569858
664,"Harley Morales
322002899
BSc in CSE
CGPA:3.89
Grade:A",894.4797516,128.702551,,6204.449415,16.569689
665,"Frida Cruz
223002572
BBA
CGPA:2.55
Grade:C+",612.193346,128.702669,,6524.952888,16.56945
666,"Ida Green
203002060
BSc in CSE
CGPA:2.96
Grade:B-",161.9696617,128.702771,,6478.049517,16.569353
667,"Rayne Matthews
222002456
BSc in Textile
CGPA:3.53
Grade:A-",162.7709866,128.702972,,6456.70104,16.569266
668,"Dania Hayes
321002703
BSc in Textile
CGPA:3.9
Grade:A",165.923357,128.702653,,6517.292976,16.569442
669,"Harlan Robertson
321002720
BA in English
CGPA:2.9
Grade:B-",153.1023979,128.702388,,6166.764021,16.569274
670,"Milton Hunter
322002814
BBA
CGPA:3.78
Grade:A",161.2217426,128.702439,,6135.668755,16.569512
671,"Alonzo Gilbert
203015137
BSc in CSE
CGPA:3.66
Grade:A-",159.8072052,128.702968,,6136.005878,16.569338
672,"Alisson Johnson
203015170
BA in English
CGPA:3.81
Grade:A",156.5477848,121.393078,,6484.146118,16.569794
673,"Garfield Alexa
223002509
BA in English
CGPA:3.13
Grade:B",153.5327435,128.701952,,6108.180523,16.569633
674,"Martin Jensen
203002033
BSc in CSE
CGPA:3.05
Grade:B",161.044836,128.701806,,6123.040438,16.56933
675,"Archie Rogers
203002017
BSc in EEE
CGPA:3.43
Grade:B+",157.2439671,128.702007,,6148.313284,16.569274
676,"Lucien Lawrence
223002560
BSc in CSE
CGPA:3.76
Grade:A",152.099371,128.702008,,6498.105049,16.569969
677,"Rufus Cole
323002995
BSc in EEE
CGPA:3.15
Grade:B",145.8985806,128.704268,,6158.366203,16.569722
678,"Anabel Watkins
211015300
BSc in Textile
CGPA:2.89
Grade:B-",144.6847916,128.702452,,6262.26759,16.569338
679,"Heidy Perkins
222002467
BA in English
CGPA:3.53
Grade:A-",151.0879993,128.70265,,6549.300432,16.569681
680,"Horace Moreno
223002511
BSc in Textile
CGPA:3.05
Grade:B",145.9197998,128.70265,,6478.810549,16.569897
681,"Manley White
322002827
BSc in Textile
CGPA:3.55
Grade:A-",158.6191654,128.702778,,6506.851673,16.569413
682,"Zack Willis
222002493
BA in English
CGPA:3.14
Grade:B",160.3922844,128.702319,,6547.179937,16.569785
683,"Rayna Hill
223015617
BSc in CSE
CGPA:2.7
Grade:C+",154.5624733,128.702443,,6491.736889,16.569274
684,"Owen Hart
322002819
BSc in Textile
CGPA:3.84
Grade:A",289.3176079,128.703182,,6041.357279,16.569266
685,"Everett Greene
211015227
BSc in CSE
CGPA:3.66
Grade:A-",925.9464741,128.702552,,6279.964685,16.56921
686,"Ally Griffin
222002487
BA in English
CGPA:3.33
Grade:B+",515.6030655,128.702681,,5978.018045,16.569338
687,"Augustus Cook
203002032
BBA
CGPA:3.61
Grade:A-",153.844595,128.703028,,6256.599903,16.56921
688,"Walter Gilbert
222002455
BA in English
CGPA:3.57
Grade:A-",147.4409103,128.702451,,6031.136751,16.569394
689,"Nathy Wells
203002091
BA in English
CGPA:3.91
Grade:A",161.907196,128.702647,,6272.156954,16.569841
690,"Raymond Hawkins
323002957
BSc in CSE
CGPA:3.14
Grade:B",153.8143158,128.702648,,6138.049841,16.569394
691,"Julius Hall
222002474
BSc in CSE
CGPA:3.41
Grade:B+",161.6613865,128.702586,,6196.062565,16.569474
692,"Leo Chapman
211015208
BA in English
CGPA:3.21
Grade:B",157.5069427,128.703949,,6547.394037,16.569442
693,"Wallace Dixon
322002840
BA in English
CGPA:3.29
Grade:B+",145.2636719,128.70245,,6089.248896,16.569522
694,"Marin Wells
211015250
BA in English
CGPA:3.23
Grade:B",149.2536068,128.702647,,5919.150114,16.569394
695,"Stephen Obrien
222002412
BSc in CSE
CGPA:3.79
Grade:A",148.9052773,128.702647,,6183.000565,16.569541
696,"Augustus Pierce
211002331
BSc in Textile
CGPA:2.61
Grade:C+",172.8835106,121.39308,,6127.878904,16.569969
697,"Stewart Gardner
223002570
BSc in Textile
CGPA:2.96
Grade:B-",147.4294662,128.701813,,5950.13237,16.569665
698,"Hiram guez
203002054
BA in English
CGPA:2.65
Grade:C+",149.7170925,128.702007,,6166.357517,16.569521
699,"Leslie Obrien
322002879
BSc in Textile
CGPA:3.39
Grade:B+",144.9365616,128.702011,,6225.772858,16.56941
700,"Jasper Fernandez
211015296
BSc in CSE
CGPA:3.18
Grade:B",145.1830864,128.701951,,6155.732155,16.569765
701,"Ross Mason
323002993
BSc in EEE
CGPA:2.56
Grade:C+",148.4196186,128.702316,,6122.74456,16.569466
702,"Anthony Miller
203015117
BA in English
CGPA:2.87
Grade:B-",152.4927616,128.702651,,6153.532982,16.569897
703,"Clayton Wilson
223002571
BSc in Textile
CGPA:3.56
Grade:A-",161.3817215,128.702652,,6478.70636,16.569785
704,"Noah Duncan
211002355
BA in English
CGPA:3.8
Grade:A",164.124012,128.702646,,6925.263882,16.569424
705,"Albert Jacobs
322002872
BSc in EEE
CGPA:3.05
Grade:B",145.9155083,128.702766,,6629.182816,16.569921
706,"Alisson Morrison
203015154
BBA
CGPA:4
Grade:A+",709.1305256,128.702544,,6538.665295,16.569274
707,"Lon Rice
203015174
BA in English
CGPA:3.21
Grade:B",867.4454689,128.702612,,6547.707796,16.569609
708,"Oliver Peters
323002949
BSc in EEE
CGPA:3.63
Grade:A-",159.4119072,128.702961,,6493.050814,16.569477
709,"Huston Gilbert
222002404
BA in English
CGPA:2.79
Grade:B-",170.5904007,128.702619,,6272.161484,16.569658
710,"Marvin Marshall
203002095
BSc in Textile
CGPA:3.4
Grade:B+",172.2524166,128.702716,,6510.665894,16.569338
711,"Hadassah Shaw
223002512
BA in English
CGPA:3.63
Grade:A-",195.8546638,128.702722,,6190.206528,16.569377
712,"Cornelius Morrison
223002551
BSc in CSE
CGPA:3.38
Grade:B+",188.0660057,128.702748,,5855.376005,16.569266
713,"Fritz Gutierrez
222002410
BSc in CSE
CGPA:3.32
Grade:B+",181.4937592,128.702745,,6091.646671,16.56921
714,"Leia Campbell
211015219
BA in English
CGPA:3.33
Grade:B+",170.147419,128.70265,,6521.084785,16.569338
715,"Newton Gutierrez
222002471
BBA
CGPA:2.57
Grade:C+",160.4132652,128.702443,,6508.341551,16.569402
716,"Dee Murphy
3230021000
BA  in English
CGPA:2.75
Grade:B-",157.8168869,128.702449,,6259.310484,16.569522
717,"Carleigh Richards
321002710
BSc in Textile
CGPA:3.84
Grade:A",172.3909378,128.702654,,6533.940315,16.570101
718,"Kelsie Kim
321002799
BSc in Textile
CGPA:3.83
Grade:A",157.8388214,128.702647,,6576.786757,16.569353
719,"Jacob Gray
211015201
BSc in CSE
CGPA:3.93
Grade:A",150.4378319,128.702643,,6557.131529,16.569582
720,"Phillip Lane
203015118
BSc in EEE
CGPA:3.37
Grade:B+",156.0041904,121.392937,,6557.670593,16.569443
721,"Felix Hunter
211002394
BA in English
CGPA:2.83
Grade:B-",148.7848759,128.701809,,6595.060825,16.569274
722,"Willis Spencer
222002439
BSc in EEE
CGPA:2.79
Grade:B-",150.1317024,128.702008,,6160.216331,16.56921
723,"Melvin Holmes
203015140
BA in English
CGPA:3.37
Grade:B+",150.4852772,128.70201,,6331.474066,16.569481
724,"Eddie Snyder
223015622
BSc in Textile
CGPA:3.87
Grade:A",159.2195034,128.701809,,6532.040358,16.56933
725,"Pearl Hamilton
323002964
BA in English
CGPA:2.7
Grade:C+",150.6249905,128.702258,,6547.188044,16.569402
726,"Alyvia Knight
321002725
BA in English
CGPA:2.56
Grade:C+",897.7484703,128.70356,,5864.206076,16.569453
727,"Stanley Richardson
322002837
BBA
CGPA:3.73
Grade:A-",664.732933,128.702677,,6208.89473,16.569458
728,"Mckinley Allen
203002047
BSc in EEE
CGPA:2.68
Grade:C+",149.0592957,128.702776,,6607.565641,16.569721
729,"Lilianna Henry
211002357
BSc in Textile
CGPA:3.93
Grade:A",148.5264301,128.703657,,6357.131004,16.56941
730,"Avah Marshall
322002894
BA in English
CGPA:2.75
Grade:B-",156.4130783,128.70245,,6416.291237,16.569898
731,"Adam Russell
203002009
BA in English
CGPA:3.42
Grade:B+",165.9138203,128.702649,,6259.522438,16.56945
732,"Wesley Lewis
211015288
BSc in Textile
CGPA:2.73
Grade:C+",148.3879089,128.70265,,6565.379381,16.569791
733,"Aannah Marshall
223015666
BSc in Textile
CGPA:3.95
Grade:A",160.2869034,128.702652,,6260.996103,16.568871
734,"Garfield Freeman
321002739
BA in English
CGPA:2.85
Grade:B-",150.7856846,128.702453,,6613.129377,16.569364
735,"Belen Ford
222002485
BA in English
CGPA:2.74
Grade:C+",156.586647,128.702447,,6550.578833,16.569266
736,"Leyla Porter
203002048
BBA
CGPA:3.85
Grade:A",155.7517052,128.702638,,6546.435833,16.569394
737,"Herman Stewart
222002437
BSc in CSE
CGPA:2.82
Grade:B-",765.6738758,128.702494,,6562.220097,16.56945
738,"Flem Mendoza
223015663
BSc in Textile
CGPA:3.34
Grade:B+",831.0654163,128.702682,,6298.830271,16.569386
739,"Janiah Guzman
321002728
BSc in CSE
CGPA:3.25
Grade:B+",160.1741314,128.702711,,6646.625519,16.569471
740,"Irvin Bennett
211002392
BSc in Textile
CGPA:3.18
Grade:B",158.7600708,128.70372,,6587.687492,16.569505
741,"Taniya Ward
223002502
BSc in CSE
CGPA:2.87
Grade:B-",158.1377983,128.702445,,6309.757948,16.569913
742,"Amos James
323002983
BSc in CSE
CGPA:3.96
Grade:A",152.2672176,128.702643,,6568.849564,16.56933
743,"Thomas Castillo
223015691
BA in English
CGPA:3.1
Grade:B",157.0904255,128.70265,,6548.343182,16.569786
744,"Claude Elliott
203015195
BSc in CSE
CGPA:3.47
Grade:B+",161.034584,121.393139,,6662.327051,16.569825
745,"Jamiya Ruiz
211002377
BSc in Textile
CGPA:3.61
Grade:A-",159.6701145,128.701809,,6301.51391,16.569394
746,"Perry Cox
203002045
BSc in EEE
CGPA:2.6
Grade:C+",145.8759308,128.701802,,6224.033117,16.569386
747,"Edgar Baker
203015157
BSc in CSE
CGPA:3.63
Grade:A-",153.9819241,128.702005,,6289.316893,16.569458
748,"Charley Ford
223002535
BBA
CGPA:3.7
Grade:A-",540.481329,128.70203,,6366.356134,16.569266
749,"Nathan Rogers
323002967
BBA
CGPA:2.64
Grade:C+",955.6434155,128.702352,,6612.940073,16.569514
750,"James Hall
222002475
BA in English
CGPA:2.87
Grade:B-",249.3364811,128.702679,,6241.470814,16.569841
751,"Thomas Snyder
203002023
BSc in EEE
CGPA:2.6
Grade:C+",150.0718594,128.702607,,6518.219948,16.569578
752,"Bryant Harris
321002767
BBA
CGPA:3.72
Grade:A-",151.368618,128.70244,,6383.090734,16.569394
753,"Aimee Butler
322002847
BSc in CSE
CGPA:3.55
Grade:A-",161.3018513,128.702646,,6753.643751,16.569416
754,"Leo Ramos
211015242
BA in English
CGPA:2.85
Grade:B-",149.8832703,128.702646,,6518.992662,16.56933
755,"Edmund Nelson
203002071
BA in English
CGPA:2.63
Grade:C+",149.1656303,128.702592,,6573.417902,16.569529
756,"Lionel Tucker
211015211
BSc in CSE
CGPA:3.75
Grade:A",148.6895084,128.702446,,6589.182377,16.569657
757,"Moses Gutierrez
323002929
BSc in CSE
CGPA:3.55
Grade:A-",149.0418911,128.702585,,5941.227436,16.569705
758,"Elianna Torres
323002965
BBA
CGPA:3.48
Grade:B+",161.8955135,128.702705,,6431.369066,16.569458
759,"George Sanders
211002335
BSc in EEE
CGPA:2.7
Grade:C+",275.6695747,128.702647,,6527.216673,16.56945
760,"Emmett Perez
322002807
BBA
CGPA:3.76
Grade:A",958.8375092,128.702542,,6095.614195,16.569713
761,"Manley Sanchez
203015134
BA in English
CGPA:2.56
Grade:C+",500.377655,128.703606,,6349.690199,16.569336
762,"Wiley Morris
211015281
BA in English
CGPA:3.36
Grade:B+",147.2222805,128.702613,,6272.865534,16.569386
763,"Edwin Dunn
203015192
BBA
CGPA:2.68
Grade:C+",155.1339626,128.702605,,6204.678059,16.569793
764,"Wilfred Burke
211002313
BBA
CGPA:3.38
Grade:B+",162.9245281,128.705152,,6176.329851,16.569394
765,"Chana Scott
223015669
BSc in CSE
CGPA:3.14
Grade:B",152.3332596,128.702644,,6244.743109,16.569657
766,"Charlie Flores
203002079
BA in English
CGPA:3.22
Grade:B",148.3681202,128.70245,,6165.593147,16.56933
767,"Maren Wood
203015112
BA in English
CGPA:3.84
Grade:A",149.2419243,128.702646,,6188.526869,16.56933
768,"Wesley Watkins
223015626
BA in English
CGPA:3.86
Grade:A",155.4780006,121.393141,,6200.661898,16.569274
769,"Franklin Ross
211002400
BSc in Textile
CGPA:3.38
Grade:B+",151.3385773,128.702011,,6196.975708,16.569665
770,"Jason Bishop
223002583
BSc in CSE
CGPA:3.74
Grade:A-",144.2186832,128.701806,,6508.92067,16.569322
771,"Janae Brooks
323002974
BSc in EEE
CGPA:2.56
Grade:C+",685.965538,128.703044,,6217.041016,16.5694
772,"Esperanza Elliott
203015176
BA in English
CGPA:3.6
Grade:A-",891.8747902,128.702045,,6284.513235,16.569272
773,"Alma Holmes
222002442
BSc in CSE
CGPA:3.48
Grade:B+",168.0710316,128.702389,,6456.857204,16.569386
774,"Anthony Hicks
323002905
BBA
CGPA:3.16
Grade:B",148.7720013,128.702703,,6132.713556,16.569009
775,"Jayn Martine
203015168
BA in English
CGPA:2.68
Grade:C+",149.6143341,128.702591,,6522.43185,16.56942
776,"Bertram Greene
321002754
BA in English
CGPA:2.79
Grade:B-",148.4758854,128.702451,,6539.381504,16.569722
777,"James Elliott
223002574
BSc in Textile
CGPA:2.82
Grade:B-",149.595499,128.702651,,6482.364416,16.56933
778,"Carleigh Brown
211002368
BSc in CSE
CGPA:2.65
Grade:C+",150.7930756,128.702648,,6603.20735,16.569541
779,"Jerry Franklin
211015213
BSc in Textile
CGPA:2.59
Grade:C+",161.6363525,128.702972,,6100.879431,16.569511
780,"Jacquelyn Barnes
323002982
BSc in CSE
CGPA:2.61
Grade:C+",152.7063847,128.70245,,6004.998922,16.56945
781,"Claude Greene
203002039
BA in English
CGPA:3.86
Grade:A",148.5280991,128.702449,,6546.853304,16.56933
782,"Lee George
211015290
BSc in EEE
CGPA:3.35
Grade:B+",144.0963745,128.702644,,6495.028257,16.569409
783,"Albert West
211015225
BA in English
CGPA:3.28
Grade:B+",152.3573399,128.702648,,6232.675552,16.570001
784,"Melvin Lawrence
223015657
BA in English
CGPA:3.22
Grade:B",159.9872112,128.702451,,6170.985699,16.569338
785,"Milton Obrien
211015233
BSc in CSE
CGPA:3.51
Grade:A-",150.5980492,128.702447,,6273.315668,16.569394
